Abbrev,Stat Name,Description,Unit,Pctile Dir,Available In,Data Source
SLP2 FGA%,Short Left Paint 2s FGA%,Percentage of shots taken as short left paint 2-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SLP2 FGM,Short Left Paint 2s FGM,Field goals made on short left paint 2-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SRP2 FG%,Short Right Paint 2s FG%,Field goal percentage on short right paint 2-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SRP2 FGA,Short Right Paint 2s FGA,Field goal attempts on short right paint 2-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SRP2 FGA/100,Short Right Paint 2s FGA / 100 Poss,Field goal attempts on short right paint 2-pointers per 100 possessions played.,Number,Highest # = 100th,Team Agg PBP,pbp
SRP2 FGA/40,Short Right Paint 2s FGA / 40 Mins,Field goal attempts on short right paint 2-pointers per 40 minutes played.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
SRP2 FGA/G,Short Right Paint 2s FGA / Game,Field goal attempts on short right paint 2-pointers per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
SRP2 FGA%,Short Right Paint 2s FGA%,Percentage of shots taken as short right paint 2-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SRP2 FGM,Short Right Paint 2s FGM,Field goals made on short right paint 2-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
SHOT ATT,Shot Attempts (inc SFLs),"The number of field goal attempts plus shooting fouls drawn on missied shots. Effectively, the number of shot attempts by the player.",Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
TOV SHOT CLOCK,Shot Clock Violation,The total number of turnovers tagged by the scorer as a shot clock violation by the team.,Integer,Lowest # = 100th,"Team Agg PBP, Team Game PBP",pbp
sos,sos,No description available,-,-,Team Agg,box_score
STL%,Steal Percentage,An estimate of the percentage of opponent possessions that end with a steal by the player while he was on the floor.,Percentage,Highest % = 100th,"Team Game, Player Agg, Team Agg, Player Game, Team Agg PBP, Lineup, Team Game PBP, On/Off","box_score, pbp"
STL,Steals,The total number of steals.,Integer,Highest # = 100th,"Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off","box_score, pbp"
STL/100,Steals / 100 Poss,An estimate of the number of steals per 100 possessions played.,Number,Highest # = 100th,"Team Agg, Team Agg PBP, Lineup, On/Off","box_score, pbp"
STL/40,Steals / 40 Mins,The number of steals per 40 minutes played.,Number,Highest # = 100th,"Player Agg, Team Agg, Team Agg PBP, Player Agg PBP, Lineup, On/Off","box_score, pbp"
STL/G,Steals / Game,The number of steals per game.,Number,Highest # = 100th,"Player Agg, Team Agg, Team Agg PBP, Player Agg PBP","box_score, pbp"
STL/PF,Steals / Personal Foul,The ratio of steals to personal fouls committed by the player.,Ratio,Highest # = 100th,"Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
STL3,Steals Beyond The Arc,The total number of steals by the player beyond the opposing team's 3P line (i.e. in 3P shooting range).,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
STL3/100,Steals Beyond The Arc / 100 Poss,"The number of steals by the player beyond the opposing team's 3P line (i.e. in 3P shooting range), per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
STL3/40,Steals Beyond The Arc / 40 Mins,"The number of steals by the player beyond the opposing team's 3P line (i.e. in 3P shooting range), per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
STL3/G,Steals Beyond The Arc / Game,"The number of steals by the player beyond the opposing team's 3P line (i.e. in 3P shooting range), per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
STL2,Steals Inside The Arc,The total number of steals by the player inside the opposing team's 3P line (i.e. in 2P shooting range).,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
STL2/100,Steals Inside The Arc / 100 Poss,"The number of steals by the player inside the opposing team's 3P line (i.e. in 2P shooting range), per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
STL2/40,Steals Inside The Arc / 40 Mins,"The number of steals by the player inside the opposing team's 3P line (i.e. in 2P shooting range), per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
STL2/G,Steals Inside The Arc / Game,"The number of steals by the player inside the opposing team's 3P line (i.e. in 2P shooting range), per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
STL/TOV,Steal-To-Turnover Ratio,The ratio of total steals to total turnovers committed by the player.,Ratio,Highest # = 100th,"Team Game, Player Agg, Team Agg, Player Game, Lineup",box_score
BC/Poss CHLG Pass,Successful Backcourt / Poss Challenges,Total number of successful coach challenges on backcourt violations or whether team control was established before a foul or violation (women's basketball only).,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
CHLG Pass,Successful Coach Challenges,Total number of successful coach challenges.,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
Foul CHLG Pass,Successful Foul Challenges,Total number of successful coach challenges on foul-related plays. Men: restricted-area block/charge positioning. Women: correct player charged with the foul.,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
GOI CHLG Pass,Successful Goaltending / Basket Interference Challenges,"Total number of successful coach challenges on goaltending or basket interference calls, whether the ball was illegally touched on or above the rim (men's basketball only).",Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
OOB CHLG Pass,Successful Out of Bounds Challenges,Total number of successful coach challenges on out-of-bounds calls (which team last touched the ball before it went out).,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
2PA Sum of Dist,Sum of All Shot Distances on 2-Point Attempts,Sum of shot distances on all 2-point field goal attemps.,Number,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
3PA Sum of Dist,Sum of All Shot Distances on 3-Point Attempts,Sum of shot distances on all 3-point field goal attemps.,Number,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
ATB Sum of Dist,Sum of All Shot Distances on Above Break 3s,Sum of shot distances for all above the break 3s attempted.,Number,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
FGA Sum of Dist,Sum of All Shot Distances on 2-Point Attempts,Sum of shot distances on all field goal attemps.,Number,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
tf,tf,No description available,-,-,"Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
tfP100,tfP100,No description available,-,-,Team Agg,box_score
tfP40,tfP40,No description available,-,-,"Player Agg, Team Agg",box_score
tfPg,tfPg,No description available,-,-,"Player Agg, Team Agg",box_score
Time Leading,Time Leading,Number of minutes during a game when the team was ahead in the score throughout the game.,Number,Highest # = 100th,Team Game,box_score
Times Tied,Times Tied,Number of times during a game when the score was equal between the two teams.,Integer,Highest # = 100th,Team Game,box_score
tmDrb,tmDrb,No description available,-,-,"Team Game, Team Agg",box_score
tmOrb,tmOrb,No description available,-,-,"Team Game, Team Agg",box_score
tmReb,tmReb,No description available,-,-,"Team Game, Team Agg",box_score
tmTov,tmTov,No description available,-,-,"Team Game, Team Agg",box_score
TOK3 FG%,Top of Key 3s FG%,Field goal percentage on top of key 3-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
TOK3 FGA,Top of Key 3s FGA,Field goal attempts on top of key 3-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
TOK3 FGA/100,Top of Key 3s FGA / 100 Poss,Field goal attempts on top of key 3-pointers per 100 possessions played.,Number,Highest # = 100th,Team Agg PBP,pbp
TOK3 FGA/40,Top of Key 3s FGA / 40 Mins,Field goal attempts on top of key 3-pointers per 40 minutes played.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
TOK3 FGA/G,Top of Key 3s FGA / Game,Field goal attempts on top of key 3-pointers per game.,Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
TOK3 FGA%,Top of Key 3s FGA%,Percentage of shots taken as top of key 3-pointers.,Percentage,Highest % = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
TOK3 FGM,Top of Key 3s FGM,Field goals made on top of key 3-pointers.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
TOV DIFF,Turnover Differential,How many more or fewer turnovers the team committed compared to their opponent.,Integer,Lowest # = 100th,"Team Game, Team Agg",box_score
TR CHNC,Transition Chances,The total number of chances in the context of transition offense.,Integer,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
TR PPC,Transition Points / Chance,"For transition offense, the total number of points scored divided by the total number of transition chances.",num2,Highest # = 100th,"Team Agg PBP, Team Game PBP",pbp
TOV TRAVEL,Traveling Violation,The total number of turnovers tagged by the scorer as a traveling violation by the team.,Integer,Lowest # = 100th,"Team Agg PBP, Team Game PBP",pbp
TS%,True Shooting Percentage,"A measure of a player's shooting efficiency that takes into account field goals, 3-point field goals, and free throws.",Percentage,Highest % = 100th,"Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off","box_score, pbp"
tsa,tsa,No description available,-,-,"Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
ttsPct,ttsPct,No description available,-,-,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
TOV%,Turnover Percentage,The percentage of possessions used by the player that ends in a turnover.,Percentage,Lowest % = 100th,"Team Game, Player Agg, Team Agg, Player Game, Lineup, On/Off",box_score
TOV%**Adj,Adjusted Turnover Percentage,"The team's turnover percentage, taking into account an adjustment based on the average TOV% allowed by the team's opponents throughout the season.",Percentage,Lowest % = 100th,Team Agg,kenpom
TOV,Turnovers,The total number of turnovers.,Integer,Lowest # = 100th,"Player Game PBP, Team Game, Player Agg, Team Agg, Player Game, Team Agg PBP, Player Agg PBP, Lineup, Team Game PBP, On/Off","box_score, pbp"
TOV/100,Turnovers / 100 Poss,An estimate of the number of turnovers per 100 possessions played.,Number,Lowest # = 100th,"Team Agg, Lineup, On/Off",box_score
TOV/40,Turnovers / 40 Mins,The number of turnovers per 40 minutes played.,Number,Lowest # = 100th,"Player Agg, Team Agg, Lineup, On/Off",box_score
TOV/G,Turnovers / Game,The number of turnovers per game.,Number,Lowest # = 100th,"Player Agg, Team Agg",box_score
2PMu,Unassisted 2-Point Field Goals,The total number of unassisted 2-point field goals made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
u2PM/100,Unassisted 2-Point Field Goals / 100 Poss,"The number of unassisted 2-point field goals made by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
u2PM/40,Unassisted 2-Point Field Goals / 40 Mins,"The number of unassisted 2-point field goals made by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
u2PM/G,Unassisted 2-Point Field Goals / Game,"The number of unassisted 2-point field goals made by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
u3PM,Unassisted 3-Point Field Goals,The total number of unassisted 3-point field goals made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
u3PM/100,Unassisted 3-Point Field Goals / 100 Poss,"The number of unassisted 3-point field goals made by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
u3PM/40,Unassisted 3-Point Field Goals / 40 Mins,"The number of unassisted 3-point field goals made by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
u3PM/G,Unassisted 3-Point Field Goals / Game,"The number of unassisted 3-point field goals made by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
DUNK uFGM,Unassisted Dunks,The total number of unassisted dunks made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
DUNK uFGM/100,Unassisted Dunks / 100 Poss,"The number of unassisted dunks made by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
DUNK uFGM/40,Unassisted Dunks / 40 Mins,"The number of unassisted dunks made by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
DUNK uFGM/G,Unassisted Dunks / Game,"The number of unassisted dunks made by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
uFGM,Unassisted Field Goals Made,The total number of unassisted field goals made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
uFGM/100,Unassisted Field Goals / 100 Poss,"The number of unassisted field goals made by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
uFGM/40,Unassisted Field Goals / 40 Mins,"The number of unassisted field goals made by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
uFGM/G,Unassisted Field Goals / Game,"The number of unassisted field goals made by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
uPTS,Unassisted Points Scored,"The total number of unassisted points scored by the player. Includes all points from free throws, as well as points on unassisted 2-point and 3-point shots made.",Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
uPTS/100,Unassisted Points Scored / 100 Poss,"The number of unassisted points scored by the player, per 100 possessions played. Includes all points from free throws, as well as points on unassisted 2-point and 3-point shots made.",Number,Highest # = 100th,Team Agg PBP,pbp
uPTS/40,Unassisted Points Scored / 40 Mins,"The number of unassisted points scored by the player, per 40 minutes played. Includes all points from free throws, as well as points on unassisted 2-point and 3-point shots made.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
uPTS/G,Unassisted Points Scored / Game,"The number of unassisted points scored by the player, per game. Includes all points from free throws, as well as points on unassisted 2-point and 3-point shots made.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
ATR2 uFGM,Unassisted Shots At Rim,The total number of unassisted shots at the rim made by the player.,Integer,Highest # = 100th,"Player Game PBP, Team Agg PBP, Player Agg PBP, Team Game PBP",pbp
ATR2 uFGM/100,Unassisted Shots At Rim / 100 Poss,"The number of unassisted shots at the rim made by the player, per 100 possessions played.",Number,Highest # = 100th,Team Agg PBP,pbp
ATR2 uFGM/40,Unassisted Shots At Rim / 40 Mins,"The number of unassisted shots at the rim made by the player, per 40 minutes played.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
ATR2 uFGM/G,Unassisted Shots At Rim / Game,"The number of unassisted shots at the rim made by the player, per game.",Number,Highest # = 100th,"Team Agg PBP, Player Agg PBP",pbp
WIN%,Win Percentage,Win Percentage,Percentage,Highest % = 100th,Team Agg,box_score
winPctExp,winPctExp,No description available,-,-,Team Agg,box_score
Wins,Wins,The total number of games won by the team.,Integer,Highest # = 100th,"Player Game PBP, Team Game, Team Agg, Player Game, Team Agg PBP, Team Game PBP","box_score, pbp"
WINS10,Wins Trailing by 10,The number of wins by the team where the team trailed by 10+ points at some point in the game.,Integer,Highest # = 100th,Team Agg,box_score
